INFO:     Started server process [6868]
INFO:     Waiting for application startup.
INFO:     Application startup complete.
INFO:     Uvicorn running on http://127.0.0.1:8000 (Press CTRL+C to quit)
[2026-08-22 06:17:28] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/06b2b175cc894c9394471c976cb84c08> (referer: https://www.google.com/)
[2026-08-22 06:17:29] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/bbf9d38b09334d2da60b029919dad1cd> (referer: https://www.google.com/)
[2026-08-22 06:17:30] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/563a046c461448e6b987a9eb8b5d2ca1> (referer: https://www.google.com/)
[2026-08-22 06:17:31] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/9727be0f258747c0a125783713b312ec> (referer: https://www.google.com/)
[2026-08-22 06:17:32] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/c693c9bd58a44ac888d408206d6edd19> (referer: https://www.google.com/)
[2026-08-22 06:17:32] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/64ee0089585b4a04b3af696b7bde90f7> (referer: https://www.google.com/)
[2026-08-22 06:17:33] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/afb82d3de2ee41b2bbe6314c7ed027c8> (referer: https://www.google.com/)
[2026-08-22 06:17:34] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/77d7f29cc8c34679bb7cd43c04a1e46c> (referer: https://www.google.com/)
[2026-08-22 06:17:34] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/df6c33603de4449ea225f4f3f96df4a3> (referer: https://www.google.com/)
[2026-08-22 06:17:36] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/4ba6d49322184f909fd7e75e505a0f6d> (referer: https://www.google.com/)
[2026-08-22 06:17:36] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/734a210a893d44028a4c845d2c36f657> (referer: https://www.google.com/)
[2026-08-22 06:17:37] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/0fea92cabd3b434da1db6b393e813101> (referer: https://www.google.com/)
[2026-08-22 06:17:38] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/798f3fb25c7f4e5d8032eb7df677ed0c> (referer: https://www.google.com/)
[2026-08-22 06:17:39] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/44535a1903ea4b5fbc6195eb0a3c24df> (referer: https://www.google.com/)
[2026-08-22 06:17:40] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/881bb7cb468b4e2f94f9064094c4e44e> (referer: https://www.google.com/)
[2026-08-22 06:17:41] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/ca58803b8cb9479e8dcb7dd298e60b53> (referer: https://www.google.com/)
[2026-08-22 06:17:42] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/78ff9725b3b34711a35f420ced0eac26> (referer: https://www.google.com/)
[2026-08-22 06:17:43] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/acf99a6285d64efeb39f16f4ec3ea843> (referer: https://www.google.com/)
[2026-08-22 06:17:44] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/23fc64f4115841f296bb3610e927c13e> (referer: https://www.google.com/)
[2026-08-22 06:17:45] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/7e0e3458def842fa8fb59fe0fc84bd5d> (referer: https://www.google.com/)
[2026-08-22 06:17:45] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/a5245f8e34c34cc585245031ae2790cd> (referer: https://www.google.com/)
[2026-08-22 06:17:46] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/ca12534a736f40ec818632dac36684c4> (referer: https://www.google.com/)
[2026-08-22 06:17:47] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/8ef0a6ec1920404b98503dae62703a5e> (referer: https://www.google.com/)
[2026-08-22 06:17:49] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/69dda319d1fe4b1d9463bb8ad94fdb8f> (referer: https://www.google.com/)
[2026-08-22 06:17:49] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/2a046461013549a2a5e08a6398bce543> (referer: https://www.google.com/)
[2026-08-22 06:17:50] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/3bd8e38c4ecc4346845fceb6a51a8a7d> (referer: https://www.google.com/)
[2026-08-22 06:17:50] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/96fcf4d6ef9a4825b3151e9603486015> (referer: https://www.google.com/)
[2026-08-22 06:17:51] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/1861fa02e54d479181e2532fd6a3da38> (referer: https://www.google.com/)
[2026-08-22 06:17:52] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/e4f18ab4e3d54fb983dd36748598f798> (referer: https://www.google.com/)
[2026-08-22 06:17:53] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/60670e867b8c43e983bb166062445315> (referer: https://www.google.com/)
[2026-08-22 06:17:54] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/96beaf9c64654489b5f4c775f2f123d5> (referer: https://www.google.com/)
[2026-08-22 06:17:54] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/31628c2ba04f44b185b48285c20424b8> (referer: https://www.google.com/)
[2026-08-22 06:17:55] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/8681150b72da44e085e75989f810c29b> (referer: https://www.google.com/)
[2026-08-22 06:17:57] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/42198c13655b4905b9f8941ff450de29> (referer: https://www.google.com/)
[2026-08-22 06:17:57] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/e97055853a9e4a1981e78fdba6df942a> (referer: https://www.google.com/)
[2026-08-22 06:17:58] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/1b42ea8a2bf6491e904bfda5deb98b2f> (referer: https://www.google.com/)
[2026-08-22 06:18:00] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/111e6baec3ff43298d856c440a1f796c> (referer: https://www.google.com/)
[2026-08-22 06:18:00] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/d8bbbf1cf92f414097e0db59dc56739b> (referer: https://www.google.com/)
[2026-08-22 06:18:01] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/8c6973da0e2c44ceb05d523175c1a2c8> (referer: https://www.google.com/)
[2026-08-22 06:18:02] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/45b5b03eec794552bf15ca00d01c5d23> (referer: https://www.google.com/)
[2026-08-22 06:18:02] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/b9c898bbf6ca4a429425a8c1b2312916> (referer: https://www.google.com/)
[2026-08-22 06:18:03] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/4ea042ba68a34b699a6ee35e08e9d385> (referer: https://www.google.com/)
[2026-08-22 06:18:04] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/85380a7600dd4d878d5626d5a6634f23> (referer: https://www.google.com/)
[2026-08-22 06:18:05] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/b17397e01d254e67ba7fa3cc1dbb7395> (referer: https://www.google.com/)
[2026-08-22 06:18:06] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/d1f9b6ee589c4938970e8b212c3eb1c8> (referer: https://www.google.com/)
[2026-08-22 06:18:07] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/19db9b9193a24c73ad79881eaceb002e> (referer: https://www.google.com/)
[2026-08-22 06:18:07] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/965cac42de694cd394205f9c8f780579> (referer: https://www.google.com/)
[2026-08-22 06:18:09] INFO: Fetched (200) <GET https://media-assets.grailed.com/prd/listing/temp/8da65bbf3b3d49b4814cc845ac044e73> (referer: https://www.google.com/)
